OBJECTID,the_geom,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_Altern,DesDate,LandmarkTy,URL_REPORT
334,"MULTIPOLYGON (((-73.98099867056862 40.749351434600015, -73.98112668452914 40.74917851075207, -73.98113600923811 40.749182699632925, -73.98119491532707 40.74910313694422, -73.98169519541558 40.74931379097832, -73.98150842475519 40.74956607754038, -73.98099867056862 40.749351434600015)))",MN,866,58,231 Madison Avenue,1008660058,"Phelps Stokes-J. P. Morgan, Jr., House",LP-02114,"Borough of Manhattan Tax Map Block 866, Lot 58.",,02/26/2002 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2114.pdf
335,"MULTIPOLYGON (((-73.97921798514149 40.76565269917647, -73.97915612697842 40.76562684083727, -73.9793385547759 40.76537203107748, -73.97946482638604 40.76542479346924, -73.97928145153652 40.76567922954747, -73.97921798514149 40.76565269917647)))",MN,1010,5,163-165 West 57th Street,1010100005,Louis H. Chalif Normal School of Dancing,LP-02041,"Borough of Manhattan Tax Map Block 1010, Lot 5.",,10/19/1999 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2041.pdf
336,"MULTIPOLYGON (((-74.01127654069475 40.70843982269373, -74.01212142327711 40.70879903895044, -74.01199050982117 40.70899388993474, -74.01113741826616 40.70861021113704, -74.01127654069475 40.70843982269373)))",MN,49,2,111 Broadway,1000490002,Trinity Building,LP-01557,"Borough of Manhattan Tax Map Block 49, Lot 2.",,06/07/1988 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1557.pdf
337,"MULTIPOLYGON (((-74.00769078179668 40.73267063014532, -74.00790833782828 40.73187435362484, -74.00866420743053 40.73194286303203, -74.00853648330788 40.73253622554413, -74.00769078179668 40.73267063014532)))",MN,604,33,641 Washington Street,1006040033,United States Appraisers' Store,LP-00211,"Borough of Manhattan Tax Map Block 604, Lot 33.","later the United States Federal Building, now the Archives Apartments",03/15/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0211.pdf
338,"MULTIPOLYGON (((-73.98675823125843 40.745686108500486, -73.98694820959042 40.745427133695884, -73.98742723693728 40.74562888874406, -73.98724174668408 40.74588527677275, -73.98675823125843 40.745686108500486)))",MN,831,33,272 Fifth Avenue,1008310033,Marble Collegiate Church,LP-00234,"Borough of Manhattan, Tax Map Block 831, Lot 33.",,01/11/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0234.pdf
339,"MULTIPOLYGON (((-73.9840160651202 40.752716213312034, -73.98397730578817 40.752699907874714, -73.98415539899064 40.75245528133411, -73.98429437109085 40.75251373237764, -73.9841162711356 40.75275836723461, -73.9840160651202 40.752716213312034)))",MN,841,18,35 West 39th Street,1008410018,Haskins & Sells Building,LP-02417,"Borough of Manhattan Tax Map Block 841, Lot 18.",,01/11/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2417.pdf
340,"MULTIPOLYGON (((-73.9877736188407 40.75881265706955, -73.98779315697087 40.758785808789035, -73.98790777937141 40.758687183179866, -73.98795680659646 40.75856887638639, -73.98795889969853 40.75856600219368, -73.98797554027098 40.75854313561089, -73.98815921672573 40.75861969394731, -73.98796173882609 40.75889106852769, -73.9877736188407 40.75881265706955)))",MN,1016,58,252-256 West 45th Street,1010160058,Theater Masque,LP-01335,"Borough of Manhattan Tax Map Block 1016, Lot 58.",now the Golden Theater,11/17/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1335.pdf
341,"MULTIPOLYGON (((-73.98434254089224 40.714195764961254, -73.98440697702755 40.71419152419828, -73.98440946662252 40.71420851266476, -73.98444282908585 40.714206494631625, -73.9844761545154 40.714434615528724, -73.98440385835579 40.71444034651096, -73.98437204322096 40.71422256095633, -73.98436078341706 40.71422374179746, -73.9843587298453 40.71420968815267, -73.98434478823624 40.71421115048761, -73.98434254089224 40.714195764961254)))",MN,288,64,281 East Broadway,1002880064,281 East Broadway House,LP-01993,"Borough of Manhattan Tax Map Block 288, Lot 64",,06/30/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1993.pdf
342,"MULTIPOLYGON (((-73.98900765729569 40.73189499051822, -73.98886398806704 40.73183465166489, -73.98890181499281 40.7317827770348, -73.98903954111479 40.73159391131295, -73.98932322384604 40.73171305089923, -73.98924953736812 40.731814099083316, -73.98914767269322 40.731953790779315, -73.98900765729569 40.73189499051822)))",MN,556,68,119-125 East 11th Street,1005560068,Webster Hall and Annex,LP-02273,"Borough of Manhattan Tax Map Block 556, Lot 68.",,03/18/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2273.pdf
343,"MULTIPOLYGON (((-74.00927897351886 40.712448465789265, -74.00947202503022 40.71220465481959, -74.00952117007307 40.71214258847092, -74.00959281507835 40.71217555562163, -74.00966720116978 40.71220978591387, -74.00982924907004 40.71228435338469, -74.00958676944067 40.71259059157337, -74.00927897351886 40.712448465789265)))",MN,88,11,22 Barclay Street,1000880011,Saint Peter's Roman Catholic Church,LP-00078,"Borough of Manhattan Tax Map Block 88, Lot 11.",,12/21/1965 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0078.pdf
344,"MULTIPOLYGON (((-73.97927242400542 40.79028314337765, -73.97945668098816 40.790031373891864, -73.97948399576713 40.79004287364747, -73.97956319410896 40.7900762143446, -73.97975588405392 40.78981292126068, -73.98017317145487 40.7899885752122, -73.97979622941035 40.79050363569953, -73.97927242400542 40.79028314337765)))",MN,1248,1,140 Riverside Drive,1012480001,Normandy Apartments,LP-01568,"Borough of Manhattan Tax Map Block 1248, Lot 1.",,11/12/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1568.pdf
345,"MULTIPOLYGON (((-74.00752177723872 40.71099551641514, -74.00764516050843 40.71090907545878, -74.00771658016106 40.71095715256762, -74.00770115253319 40.71097176889113, -74.00773190177102 40.711038630657434, -74.00776275725343 40.711102707127914, -74.00791005148149 40.710958334413945, -74.00796680012965 40.71099243104374, -74.00792402087095 40.711031401800255, -74.00794868225397 40.71109302025268, -74.00796558586511 40.71109075790167, -74.00807069411036 40.71132375864486, -74.00771068381813 40.711412432302296, -74.00752177723872 40.71099551641514)))",MN,90,7501,15 Park Row,1000907501,Park Row Building,LP-02024,"Borough of Manhattan Tax Map Block 90, Lot 4.",,06/15/1999 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2024.pdf
346,"MULTIPOLYGON (((-73.9901154962493 40.729539244766364, -73.99045895511861 40.72906881112977, -73.99074071253006 40.72918404070017, -73.9906307501908 40.72961670186245, -73.9901154962493 40.729539244766364)))",MN,544,76,Cooper Square,1005440076,Cooper Union,LP-00202,"Borough of Manhattan Tax Map Block 544, Lot 76.",,03/15/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0202.pdf
347,"MULTIPOLYGON (((-74.01127654069475 40.70843982269373, -74.0120198112396 40.707529490086884, -74.01281142346062 40.70777204024459, -74.01212142327711 40.70879903895044, -74.01127654069475 40.70843982269373)))",MN,49,1,Broadway at Wall Street,1000490001,Trinity Church and Graveyard,LP-00048,"Borough of Manhattan Tax Map Block 49, Lot 1.",,08/16/1966 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0048.pdf
348,"MULTIPOLYGON (((-74.00820224918223 40.70651868453053, -74.00804878260102 40.706673933609935, -74.00807500734342 40.70669071640357, -74.00793372053447 40.706829133014374, -74.00721899337465 40.706376844215804, -74.00747919091785 40.70611179180091, -74.00820224918223 40.70651868453053)))",MN,41,7504,70 Pine Street,1000417504,Cities Service Building,LP-02441,"Borough of Manhattan Tax Map Block 41, Lot 1.",,06/21/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2441.pdf
350,"MULTIPOLYGON (((-73.98202495049098 40.714476108317115, -73.98208733093921 40.714354500507184, -73.98212659726542 40.714350383173034, -73.9821352388411 40.71439503722381, -73.98208322825059 40.71449387096436, -73.98202495049098 40.714476108317115)))",MN,288,42,513 Grand Street,1002880042,513 Grand Street House,LP-02270,Borough of Manhattan Tax Map Block 288 Lot 42.,,10/30/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2270.pdf
351,"MULTIPOLYGON (((-74.00006462507508 40.730615450654895, -74.00010108719785 40.73057234238996, -74.0003074714203 40.73067275321518, -74.00027100819231 40.730715862445415, -74.00006462507508 40.730615450654895)))",MN,543,59,127 MacDougal Street,1005430059,127 MacDougal Street House,LP-02149,"Borough of Manhattan Tax Map Block 543, Lot 59.",,06/08/2004 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2149.pdf
352,"MULTIPOLYGON (((-73.98263423886326 40.74841924391854, -73.98299580740479 40.74792273171915, -73.9843384289154 40.74848793752506, -73.98397578782522 40.74898279321546, -73.98263423886326 40.74841924391854)))",MN,864,7502,355-371 Fifth Avenue and 188-198 Madison Avenue,1008647502,B. Altman & Co. Department Store,LP-01274,"Borough of Manhattan, Tax Map Block 864, Lot 1.","now B. Altman Advanced Learning Super Block (New York Public Library, Science, Industry and Business Library; Oxford University Press; and City University of New York, Graduate School and University Center)",03/12/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1274.pdf
353,"MULTIPOLYGON (((-73.99541027933893 40.73867386950007, -73.99546773834422 40.73859524397035, -73.99568495479869 40.73868663220476, -73.99562759304845 40.7387652992689, -73.99541027933893 40.73867386950007)))",MN,818,1,574 Sixth Avenue,1008180001,574 Sixth Avenue Building,LP-01805,"Borough of Manhattan Tax Map Block 818, Lot 1.",,08/14/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1805.pdf
354,"MULTIPOLYGON (((-73.99387219203012 40.73822360634396, -73.99383765440537 40.73820906400689, -73.99400486118407 40.7379797558992, -73.99410773868983 40.73802304049975, -73.99394051084413 40.738252373968514, -73.99387219203012 40.73822360634396)))",MN,818,25,17 West 16th Street,1008180025,17 West 16th Street House,LP-00939,"Borough of Manhattan Tax Map Block 1818, Lot 25.",,11/09/1976 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0939.pdf
355,"MULTIPOLYGON (((-74.00843061769262 40.71352314182061, -74.00857611082566 40.71334019416398, -74.00873163719416 40.713144841926145, -74.00882261093592 40.71318623956437, -74.008521574014 40.71356455590517, -74.00843061769262 40.71352314182061)))",MN,124,10,23 Park Place,1001240010,23 Park Place Building,LP-02217,"Borough of Manhattan, Tax Map Block 124, Lot 10.",,03/13/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2217.pdf
356,"MULTIPOLYGON (((-74.00599532625401 40.71541835367876, -74.00622882500724 40.71512308106702, -74.00637767368612 40.715190707544785, -74.00645820046698 40.71522729529159, -74.00646222686746 40.715229124002065, -74.00643215694494 40.71526714793219, -74.00622848027268 40.71552471137452, -74.00599532625401 40.71541835367876)))",MN,150,25,100 Duane Street,1001500025,Fire Engine Company No. 7/Hook & Ladder Company No. 1,LP-01719,"Borough of Manhattan Tax Map Block 150, Lot 25.",now Hook & Ladder Company No. 1,09/21/1993 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1719.pdf
357,"MULTIPOLYGON (((-73.99929545293988 40.738241391049115, -73.99947782698936 40.73798746872118, -73.99950196323422 40.73795386278863, -73.99982103328244 40.73808712172618, -73.99961452395203 40.73837464965293, -73.99929545293988 40.738241391049115)))",MN,609,7,154 West 14th Street,1006090007,154 West 14th Street Building,LP-02419,"Borough of Manhattan Tax Map Block 609, Lot 7.",,06/28/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2419.pdf
358,"MULTIPOLYGON (((-73.99010274183908 40.726388349133174, -73.99027016839713 40.72616006997292, -73.99034988802514 40.726193611635956, -73.99018236575779 40.72642202327777, -73.99010274183908 40.726388349133174)))",MN,459,23,74 East 4th Street,1004590023,Aschenbroedel Verein Building,LP-02328,"Borough of Manhattan Tax Map Block 459, Lot 23.","later Gesangverein Schillerbund, now La Mama Experimental Theatre Club",11/17/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2328.pdf
359,"MULTIPOLYGON (((-73.99162993147276 40.73548276748258, -73.99172490639678 40.73535234389236, -73.99211709924109 40.735517992805654, -73.99202212484884 40.735648414915346, -73.99162993147276 40.73548276748258)))",MN,842,21,1-3 Union Square West,1008420021,Lincoln Building,LP-01536,"Borough of Manhattan Tax Map Block 842, Lot 21.",,07/12/1988 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1536.pdf
360,"MULTIPOLYGON (((-73.98949652029826 40.7439059783732, -73.9896749223551 40.743662648758885, -73.98959492169399 40.743629055357474, -73.98977205078116 40.74338746074487, -73.99015718862962 40.7435491812016, -73.98998006050884 40.74379077820201, -73.99006594209395 40.743826840131526, -73.98988754102542 40.7440701712464, -73.98949652029826 40.7439059783732)))",MN,827,22,15 West 25th Street,1008270022,Trinity Chapel Complex,LP-00233,"Borough of Manhattan Tax Map Block 827, Lot 22.",now the Serbian Orthodox Cathedral of Saint Sava and Parish House,04/18/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0233.pdf
361,"MULTIPOLYGON (((-73.98090157240885 40.7873999322568, -73.98081796734554 40.787364936610935, -73.9807426689629 40.787333419126725, -73.98078888838688 40.78727042148837, -73.98103413686987 40.78737307869694, -73.9810261752126 40.78745208914193, -73.98090157240885 40.7873999322568)))",MN,1245,45,105 Riverside Drive,1012450045,105 Riverside Drive House,LP-01674,"Borough of Manhattan Tax Map Block 1245, Lot 45.",,04/16/1991 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1674.pdf
362,"MULTIPOLYGON (((-73.98646834720017 40.74667522443295, -73.98660231166348 40.746491018993304, -73.98664688183493 40.74642973390027, -73.98672798422703 40.7464639346031, -73.98680259750685 40.74649539876675, -73.98688407655322 40.746529758792164, -73.9869523369265 40.74655854312831, -73.98677380425616 40.74680403413009, -73.98646834720017 40.74667522443295)))",MN,832,49,4 West 31st Street,1008320049,Hotel Wolcott,LP-02423,"Borough of Manhattan Tax Map Block 832, Lot 49",,12/20/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2423.pdf
363,"MULTIPOLYGON (((-74.00329735597974 40.72469837635104, -74.00334398924092 40.72464341243, -74.00334627000775 40.72464072344341, -74.00366124770481 40.7247949989912, -74.00361206397926 40.7248529708202, -74.00329735597974 40.72469837635104)))",MN,489,14,83 Sullivan Street,1004890014,83 Sullivan Street House,LP-00643,"Borough of Manhattan Tax Map Block 489, Lot 14.",,05/15/1973 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0643.pdf
364,"MULTIPOLYGON (((-73.98519604555574 40.76509312533236, -73.9854929121549 40.764685782278484, -73.98555427583754 40.764601582053444, -73.98570826129792 40.7646663574056, -73.98535011355057 40.76515778950651, -73.98519604555574 40.76509312533236)))",MN,1044,22,314 West 54th Street,1010440022,Eleventh District Municipal Court/Seventh District Magistrates' Court,LP-01575,"Borough of Manhattan Tax Map Block 1044, Lot 22.",now Midtown Community Court,06/06/1989 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1575.pdf
365,"MULTIPOLYGON (((-73.98802571073588 40.74622751108464, -73.98803645499387 40.74621266014806, -73.98796079470613 40.74618149113865, -73.98788146306688 40.7461488115438, -73.98780618889064 40.746117801862795, -73.9879887854941 40.7458654090799, -73.98846018148917 40.74606395412008, -73.98842609057925 40.746248988569846, -73.9883090071368 40.74620075732549, -73.98802571073588 40.74622751108464)))",MN,831,20,1200 Broadway,1008310020,Gilsey House,LP-01039,"Borough of Manhattan Tax Map Block 831, Lot 20.",,09/11/1979 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1039.pdf
366,"MULTIPOLYGON (((-74.0095594730784 40.72469370338556, -74.00972866671049 40.72455302788164, -74.0097572842951 40.72455584495425, -74.00981132001155 40.72456116507318, -74.0097088656784 40.724644421327824, -74.00960813338014 40.724728174427675, -74.0095594730784 40.72469370338556)))",MN,595,38,506 Canal Street,1005950038,506 Canal Street House,LP-01991,"Borough of Manhattan Tax Map Block 595, Lot 38.",also known as the John G. Rohr House,06/30/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1991.pdf
367,"MULTIPOLYGON (((-74.00695806901014 40.71748593205732, -74.00705739191275 40.71753172234937, -74.00686689917869 40.717769597283805, -74.00677057877844 40.71772485754745, -74.00695806901014 40.71748593205732)))",MN,176,10,41 Worth Street,1001760010,41 Worth Street Building,LP-02540,"Borough of Manhattan Tax Map Block 176, Lot 10",,10/29/2013 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2540.pdf
368,"MULTIPOLYGON (((-73.9801821687602 40.76687543451598, -73.98035688083867 40.766632769659985, -73.9804341676911 40.76666510819588, -73.98025946765206 40.76690777767248, -73.9801821687602 40.76687543451598)))",MN,1030,23,215 West 58th Street,1010300023,Fire Engine Company No. 23,LP-01563,"Borough of Manhattan Tax Map Block 1030, Lot 23.",,08/29/1989 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1563.pdf
